CV,V1_x,V1_y,V1_z,V2_x,V2_y,V2_z,V3_x,V3_y,V3_z,V4_x,V4_y,V4_z,V5_x,V5_y,V5_z,V6_x,V6_y,V6_z,RA_x,RA_y,RA_z,LA_x,LA_y,LA_z,RL_x,RL_y,RL_z,LL_x,LL_y,LL_z,Z_lv_sf,Z_lv_pf,Z_lv_af,Z_rv_sf,Z_rv_mod,PHI_lv_sf,PHI_lv_pf,PHI_lv_af,PHI_rv_sf,PHI_rv_mod,t_lv_sf,t_lv_pf,t_lv_af,t_rv_sf,t_rv_mod,PHO_SE,Zmin_SE,Zmax_SE,CVratio_toSE,QRSd,LAT
0.7345651470762866,79957.4322656939,-94218.35180312459,142357.9125622391,105979.47730410205,-41478.826724271785,108194.89552379717,184070.37915270124,-50119.312985328725,101295.94151926182,127256.15605677468,-39271.36040869329,47549.92674908302,135663.66653922698,-54476.27249816741,2651.4290005970033,158767.2039276651,133075.65977917987,-63884.61307722675,-91549.2259225299,-111257.57896872,260855.52811320225,229108.1391890073,139793.9450454338,63074.38435474636,-136306.7553168332,-265767.0980575146,13180.61652616557,83726.47414307787,-97553.10906531644,-193210.61888903426,0.5298934194917841,0.5713688607457956,0.6439520646239633,0.5974162284210045,0.5869248034748982,-0.6403981877333975,-1.4269528983269792,1.7752398463182522,1.903626705277197,0.12534655344571077,27.52729846949137,7.209475185325196,8.432776476224602,0.715069920207876,23.06582038247488,0.05052042847550983,0.049152468162990404,0.7578368686497664,4.1490602327083295,86.0,106.72139999999999
0.9165318457704563,60956.652313136554,-100640.70238953835,88933.08582998395,84567.05564232932,-25652.72819138832,111667.20148116707,129336.51429056356,-70452.9960175554,77255.34643717462,129809.88321537107,-65551.97946146835,53689.33294195374,218044.78752962372,-49946.000344481916,11230.114404350665,180928.067605111,154365.30992927018,-84179.20621469161,-70012.79677534291,-60138.44575816723,234270.60277798283,197334.35701996877,119622.56014251901,76524.18340029803,-161546.94202444545,-234594.9635235928,-41927.09981365614,151390.3222926731,-22172.801262439534,-152554.2826072366,0.572391844412287,0.34056005739600803,0.6543768562855986,0.5444731461138224,0.3160466522070162,-0.1272491760619141,-0.8458006074027433,2.484969441337861,0.26035012141867003,0.5742182571149892,27.64995636986274,24.787465991784476,22.459144469242382,17.825700990096344,4.609840154742018,0.23785054060787472,0.03067971866100836,0.7406674424006998,6.33013965628675,75.0,79.3952
0.4945344105869587,49544.30969012552,-145073.73781378623,109521.38235439359,106295.58440067396,-41882.69249398494,127741.80135303854,135233.78500133794,-91027.44743312422,64249.124362936294,187240.16492084373,-20113.013796969462,74134.588330308,135883.20051998485,42076.6445097164,-36678.47865753593,153616.127163322,142396.99690647452,-15277.325335293164,-38173.527430666414,-38249.56252123085,253633.69293814249,201019.8427375077,104464.39771590511,118654.91525703954,-81088.21063571436,-276329.59224635124,10705.97737998936,148032.0823155224,-78280.50164551527,-180569.73195504257,0.5176129315141174,0.6554891659304636,0.7829455231744515,0.3937969708504431,0.3915812079822564,0.7531545853065169,-0.956482450577991,1.6840993352980964,1.7616224036058377,-0.7091323715225777,21.718852199283326,21.615721713335102,13.412102027874795,29.305623392486936,25.873655802867564,0.2614051030320347,0.07246726763252755,0.7789800829291523,4.736022245519589,127.0,149.37
0.8126622723114572,53752.18264490433,-61923.311258718924,160094.37672356472,99231.08059021125,-29892.698955130967,64515.4028856371,152414.1954426617,-37761.26946158637,103829.71282164054,123752.68692946094,-73022.45115591446,49829.360051980555,191085.9789882413,28714.456073187328,-31984.096480351407,187702.97096310183,96950.56848290224,-60876.44634497953,-62454.97223697379,-66278.05730478163,267717.04909579275,233973.0708683887,176503.2917003967,95636.81894880536,-106244.20625964424,-197726.98173387352,1484.5029307546938,147198.49566462886,-41621.96299277537,-172911.07571330311,0.3836687603485529,0.4341412403680193,0.6285557021765744,0.7242930837577032,0.2352040136700469,0.24664738016609467,-0.39212258124626675,1.6748132647551677,1.720128765646842,-0.771108694668299,10.376015116423643,28.9582816621592,0.43910121186551365,5.864079423463106,15.424383318989502,0.2925297622923318,0.057892816141146525,0.702236434772632,5.677432017401328,69.0,102.4964
0.740543046011658,43477.224970292904,-79167.27027383457,168961.83518984925,140586.41976038032,-64794.000724789366,134322.98020052555,111733.21344501483,-55424.55283859853,31945.108786768644,154458.82399523503,-50553.12364392705,85057.98247507284,154167.7391847394,-28326.251861194956,37226.98208044715,113682.57327404022,89214.82211256713,-38861.16369253305,-25553.800839514966,-29310.09789596082,278657.0366204568,192171.69561397616,178693.65163154632,83418.05490921384,-98375.02870114187,-226328.92806784832,-63545.89757534128,169899.43107470073,-17236.545279590806,-183378.4333096889,0.45236562700938043,0.4176242879847428,0.6262309672520829,0.7045724721195936,0.5018089795594428,-0.3198531361699859,-0.09556161807790398,1.638468025948464,1.1171007837112232,-0.7353374039775347,29.143973838288122,2.8794473512657754,28.949902408662375,13.258442321171785,22.34703315473338,0.01728724210665826,0.14154488476697288,0.7266103628060133,3.7244823701873506,98.0,120.84490000000001
0.694924237349484,120093.83503577592,-55468.64175641892,156824.74329788482,125322.07190687126,-84968.56701351593,105129.88043646203,177061.40621676052,-43025.69206537976,56795.49946640785,125648.55974248277,-12984.047035977143,68242.64567012881,176452.85780884358,-48148.36214862247,33877.26004353934,144664.6815186638,114298.3241050191,-4947.40961039289,-85175.15665224136,-91848.43518871494,313248.48936363123,178298.21103969205,102901.59901081811,78054.74336736248,-85841.88401448686,-196101.48404067825,21366.804426007788,87608.191902017,-84528.85875340475,-189838.61929522408,0.45889280655826914,0.6618701471798719,0.6635936606776925,0.4585697147076047,0.4737055864548998,-0.028716813443940503,-0.6398111468748267,2.6992336324389647,1.3767623739386126,0.8641921439782512,5.629683354214723,6.895287451587422,10.347964347589835,6.070872572522511,16.201756950442498,0.235555606736604,0.11313497875507213,0.7471045512907549,4.134012754075526,71.0,117.09490000000001
0.6853800640197223,100650.72979768255,-100581.58720915599,142163.24212984586,147996.28801531682,-52550.914929264465,127257.0104666017,130426.23218330776,-42811.43727749387,117248.32324699087,183127.56874372024,-42808.63550957685,4071.474332826354,221848.19449113138,40394.91986436901,49088.18765554011,110696.26644976484,123054.18559504031,-14232.428227514116,-55308.466041053594,-113966.55884023532,314916.46913080284,170040.72764125868,149006.33445312426,106610.55619615575,-87050.29377229139,-220216.6561874366,-16389.891797211298,102675.62217736592,-38435.41367388671,-137613.79642680494,0.2866552771736943,0.2563184791911339,0.6297826171912112,0.7391708013761039,0.6042619541957526,-0.6472562589588456,-1.82405063394083,2.807699757687188,0.9035424851388476,0.7433181297104328,24.900144735741083,19.094187811521405,24.805409600456635,3.749097700589599,25.637126340783304,0.2142456859544258,0.030325884311807147,0.7354882891503094,6.3784342195507,97.0,111.8465
0.8065732435650298,61818.80587476113,-80869.9003356565,106018.10524612755,104797.69963927523,-79387.27577438444,66250.68745174803,94420.5840594658,-82422.23113787136,82373.19023424645,115393.3033057467,-19493.458085200313,2185.5456011451024,221032.94938912528,8517.968323216715,41326.016685303926,163214.17726573744,129853.78487107164,-35246.489110201495,-6282.102165151213,-115183.02995207577,295980.53557080345,177850.63049085287,169433.9722736036,79756.88563678513,-128033.07336153858,-206400.74254135377,-52073.17254259072,176133.63347125347,-30233.245004389246,-137870.36399948847,0.6625026583317255,0.5755637777231672,0.6975557681988142,0.5381459639415695,0.2387832912579305,-0.842421959083049,-1.2698568938052968,2.6462474527007664,0.44474599747702276,0.6852175800139679,20.739355839483583,4.353021395476951,3.9333527692764703,4.135528975523381,5.73964022973646,0.26030860634254144,0.1366227271461274,0.7155828371660053,3.578269394477636,98.0,102.64489999999999
0.8610389439760726,58848.07126163748,-122153.18197324466,123720.99018544442,160343.17370868532,-60160.289770383875,120246.05514952188,193615.68145569967,-106365.30908831797,72788.35358622622,172073.79658078184,-88265.5099865327,41358.2668644138,144031.07266908826,22549.047024981708,22589.962805280666,160002.52521372004,102219.27644849301,-22821.047195727995,-39122.27743870894,-116448.6839996041,270159.6663858722,219236.98399991778,144183.23581889918,146394.18344104587,-104286.57325586404,-185461.30415478686,-64450.56537121401,86150.2891218119,-104107.5259136332,-177428.29033098204,0.6736730341585884,0.6100469218071245,0.7484345639086871,0.6964678697277236,0.1535772871919999,-0.5821605818691309,-1.2488354581398484,2.7288812234505144,1.0654080763591447,-0.3611747642688605,26.479483743273004,6.393226685011067,21.23160482705787,15.953380078549692,19.477438998348983,0.17445144705700183,0.09107837914986264,0.7739623312747745,5.980015886597231,71.0,87.7715
0.8966064936668674,42957.9761861956,-67051.5032213541,108562.007702776,109180.25241993976,-76566.75730807357,107177.64364735574,171695.78660570882,-36109.91559670176,83040.74262877324,125114.62320295694,-106631.03596423844,22019.348982742194,202049.8240028044,35432.38649028955,-26557.084042073195,169899.09626708878,97816.85291607992,1968.5366255551198,-8821.059005835516,-83949.1581884567,226631.1243878724,220953.40035261103,161595.49281378352,134623.18655452615,-143109.66583961138,-186086.4573963097,21509.919466621097,103288.13604492194,-60273.372164431836,-165331.01145220335,0.4552551368934029,0.34584266689264076,0.755349403185486,0.7063225087059597,0.35939852713414205,0.5513747900158763,-1.720835748557624,2.6815011187011715,1.105089939157185,0.20517098595313055,17.028689992145683,7.529864886722497,18.78438533465876,26.652536649814493,16.594120598153538,0.20418676843070618,0.03294774250484613,0.7179510427956974,4.597038278289073,83.0,94.1949
